alter,bewohnertyp,absolute zahlen,"vertrauens-intervall : 
± (in %)",anteil in %,"vertrauens-
intervall : 
± (in %-pkte)",datenqualität,time_period,source_sheet,sheet_type
89,Total,717.0,7.8,100.0,,,2023,SE2023,bewohnertyp
90,Mieter oder Genossenschafter,264.0,12.8,48.2,4.5,,2023,SE2023,bewohnertyp
90,Eigentümer,230.0,13.8,43.3,4.5,,2023,SE2023,bewohnertyp
90,Andere Situation2),48.0,29.9,8.5,2.4,*****,2023,SE2023,bewohnertyp
90,Total,542.0,8.9,100.0,,,2023,SE2023,bewohnertyp
91,Mieter oder Genossenschafter,228.0,13.9,47.7,4.9,,2023,SE2023,bewohnertyp
91,Eigentümer,196.0,15.0,44.3,4.9,,2023,SE2023,bewohnertyp
91,Andere Situation2),34.0,36.7,8.0,2.8,*****,2023,SE2023,bewohnertyp
91,Total,458.0,9.8,100.0,,,2023,SE2023,bewohnertyp
92,Mieter oder Genossenschafter,140.0,17.7,46.1,6.1,,2023,SE2023,bewohnertyp
92,Eigentümer,130.0,18.3,46.0,6.1,,2023,SE2023,bewohnertyp
92,Andere Situation2),22.0,44.5,7.9,3.4,*****,2023,SE2023,bewohnertyp
92,Total,292.0,12.2,100.0,,,2023,SE2023,bewohnertyp
93,Mieter oder Genossenschafter,125.0,18.8,51.0,6.8,,2023,SE2023,bewohnertyp
93,Eigentümer,93.0,21.9,37.0,6.5,,2023,SE2023,bewohnertyp
93,Andere Situation2),27.0,41.6,12.0,4.7,*****,2023,SE2023,bewohnertyp
93,Total,245.0,13.5,100.0,,,2023,SE2023,bewohnertyp
94,Mieter oder Genossenschafter,86.0,22.5,45.6,7.7,,2023,SE2023,bewohnertyp
94,Eigentümer,75.0,24.0,41.5,7.6,,2023,SE2023,bewohnertyp
94,Andere Situation2),23.0,45.2,12.9,5.4,*****,2023,SE2023,bewohnertyp
94,Total,184.0,15.4,100.0,,,2023,SE2023,bewohnertyp
95,Mieter oder Genossenschafter,66.0,26.2,54.6,9.4,,2023,SE2023,bewohnertyp
95,Eigentümer,44.0,32.5,33.0,8.9,*****,2023,SE2023,bewohnertyp
95,Andere Situation2),16.0,51.4,12.4,6.0,*****,2023,SE2023,bewohnertyp
95,Total,126.0,19.0,100.0,,,2023,SE2023,bewohnertyp
96,Mieter oder Genossenschafter,46.0,30.7,44.6,10.6,*****,2023,SE2023,bewohnertyp
96,Eigentümer,36.0,34.6,45.0,10.9,*****,2023,SE2023,bewohnertyp
96,Andere Situation2),12.0,59.4,10.4,6.0,*****,2023,SE2023,bewohnertyp
96,Total,94.0,21.6,100.0,,,2023,SE2023,bewohnertyp
97,Mieter oder Genossenschafter,18.0,49.0,34.7,13.7,*****,2023,SE2023,bewohnertyp
97,Eigentümer,23.0,43.8,40.5,14.0,*****,2023,SE2023,bewohnertyp
97,Andere Situation2),13.0,60.5,24.8,12.8,*****,2023,SE2023,bewohnertyp
97,Total,54.0,28.8,100.0,,,2023,SE2023,bewohnertyp
98,Mieter oder Genossenschafter,27.0,39.9,61.4,15.5,*****,2023,SE2023,bewohnertyp
98,Eigentümer,11.0,64.8,26.4,14.4,*****,2023,SE2023,bewohnertyp
98,Andere Situation2),6.0,83.9,12.2,9.7,*****,2023,SE2023,bewohnertyp
98,Total,44.0,31.6,100.0,,*****,2023,SE2023,bewohnertyp
99,Mieter oder Genossenschafter,7.0,77.1,47.0,27.0,*****,2023,SE2023,bewohnertyp
99,Eigentümer,8.0,76.0,53.0,27.0,*****,2023,SE2023,bewohnertyp
99,Andere Situation2),0.0,,,,X,2023,SE2023,bewohnertyp
99,Total,15.0,54.2,100.0,,*****,2023,SE2023,bewohnertyp
15,Mieter oder Genossenschafter,1191.0,6.4,42.7,2.0,,2022,SE2022,bewohnertyp
15,Eigentümer,1591.0,5.3,50.6,2.0,,2022,SE2022,bewohnertyp
15,Andere Situation2),202.0,15.5,6.7,1.0,,2022,SE2022,bewohnertyp
15,Total,2984.0,4.0,100.0,,,2022,SE2022,bewohnertyp
16,Mieter oder Genossenschafter,1177.0,6.4,42.7,2.0,,2022,SE2022,bewohnertyp
16,Eigentümer,1531.0,5.5,51.8,2.0,,2022,SE2022,bewohnertyp
16,Andere Situation2),170.0,16.4,5.5,0.9,,2022,SE2022,bewohnertyp
16,Total,2878.0,4.0,100.0,,,2022,SE2022,bewohnertyp
17,Mieter oder Genossenschafter,1153.0,6.4,42.8,2.0,,2022,SE2022,bewohnertyp
17,Eigentümer,1502.0,5.5,50.3,2.0,,2022,SE2022,bewohnertyp
17,Andere Situation2),199.0,16.0,6.9,1.1,,2022,SE2022,bewohnertyp
17,Total,2854.0,4.1,100.0,,,2022,SE2022,bewohnertyp
18,Mieter oder Genossenschafter,1077.0,6.7,42.9,2.1,,2022,SE2022,bewohnertyp
18,Eigentümer,1351.0,5.7,47.0,2.1,,2022,SE2022,bewohnertyp
18,Andere Situation2),285.0,12.8,10.1,1.2,,2022,SE2022,bewohnertyp
18,Total,2713.0,4.1,100.0,,,2022,SE2022,bewohnertyp
19,Mieter oder Genossenschafter,1072.0,6.8,44.3,2.2,,2022,SE2022,bewohnertyp
19,Eigentümer,1142.0,6.3,43.5,2.1,,2022,SE2022,bewohnertyp
19,Andere Situation2),319.0,12.1,12.1,1.4,,2022,SE2022,bewohnertyp
19,Total,2533.0,4.3,100.0,,,2022,SE2022,bewohnertyp
20,Mieter oder Genossenschafter,1116.0,6.7,45.9,2.2,,2022,SE2022,bewohnertyp
20,Eigentümer,1078.0,6.6,41.4,2.1,,2022,SE2022,bewohnertyp
20,Andere Situation2),324.0,11.9,12.8,1.4,,2022,SE2022,bewohnertyp
20,Total,2518.0,4.3,100.0,,,2022,SE2022,bewohnertyp
21,Mieter oder Genossenschafter,1117.0,6.6,46.6,2.2,,2022,SE2022,bewohnertyp
21,Eigentümer,961.0,6.9,39.5,2.2,,2022,SE2022,bewohnertyp
21,Andere Situation2),342.0,12.0,13.8,1.5,,2022,SE2022,bewohnertyp
21,Total,2420.0,4.4,100.0,,,2022,SE2022,bewohnertyp
22,Mieter oder Genossenschafter,1347.0,6.0,50.8,2.1,,2022,SE2022,bewohnertyp
22,Eigentümer,953.0,6.9,36.8,2.0,,2022,SE2022,bewohnertyp
22,Andere Situation2),323.0,11.9,12.4,1.4,,2022,SE2022,bewohnertyp
22,Total,2623.0,4.2,100.0,,,2022,SE2022,bewohnertyp
23,Mieter oder Genossenschafter,1434.0,5.8,54.2,2.2,,2022,SE2022,bewohnertyp
23,Eigentümer,799.0,7.6,32.8,2.0,,2022,SE2022,bewohnertyp
23,Andere Situation2),324.0,12.0,13.0,1.5,,2022,SE2022,bewohnertyp
23,Total,2557.0,4.3,100.0,,,2022,SE2022,bewohnertyp
24,Mieter oder Genossenschafter,1774.0,5.2,61.8,2.0,,2022,SE2022,bewohnertyp
24,Eigentümer,683.0,8.2,26.5,1.9,,2022,SE2022,bewohnertyp
24,Andere Situation2),302.0,12.3,11.6,1.3,,2022,SE2022,bewohnertyp
24,Total,2759.0,4.1,100.0,,,2022,SE2022,bewohnertyp
25,Mieter oder Genossenschafter,2016.0,4.9,68.4,2.0,,2022,SE2022,bewohnertyp
25,Eigentümer,551.0,9.1,20.7,1.7,,2022,SE2022,bewohnertyp
25,Andere Situation2),282.0,13.9,10.9,1.4,,2022,SE2022,bewohnertyp
25,Total,2849.0,4.1,100.0,,,2022,SE2022,bewohnertyp
26,Mieter oder Genossenschafter,2330.0,4.5,73.6,1.8,,2022,SE2022,bewohnertyp
26,Eigentümer,476.0,9.9,17.1,1.5,,2022,SE2022,bewohnertyp
26,Andere Situation2),253.0,13.5,9.3,1.2,,2022,SE2022,bewohnertyp
26,Total,3059.0,3.9,100.0,,,2022,SE2022,bewohnertyp
27,Mieter oder Genossenschafter,2584.0,4.2,79.6,1.6,,2022,SE2022,bewohnertyp
27,Eigentümer,379.0,11.0,13.6,1.4,,2022,SE2022,bewohnertyp
27,Andere Situation2),180.0,16.4,6.8,1.1,,2022,SE2022,bewohnertyp
27,Total,3143.0,3.8,100.0,,,2022,SE2022,bewohnertyp
28,Mieter oder Genossenschafter,2768.0,4.1,81.8,1.5,,2022,SE2022,bewohnertyp
28,Eigentümer,346.0,11.7,12.0,1.3,,2022,SE2022,bewohnertyp
28,Andere Situation2),172.0,16.4,6.2,1.0,,2022,SE2022,bewohnertyp
28,Total,3286.0,3.7,100.0,,,2022,SE2022,bewohnertyp
29,Mieter oder Genossenschafter,2956.0,3.9,83.4,1.4,,2022,SE2022,bewohnertyp
29,Eigentümer,402.0,10.8,12.0,1.2,,2022,SE2022,bewohnertyp
29,Andere Situation2),140.0,18.1,4.5,0.8,,2022,SE2022,bewohnertyp
29,Total,3498.0,3.6,100.0,,,2022,SE2022,bewohnertyp
30,Mieter oder Genossenschafter,3070.0,3.9,82.5,1.4,,2022,SE2022,bewohnertyp
30,Eigentümer,451.0,10.3,12.9,1.2,,2022,SE2022,bewohnertyp
30,Andere Situation2),144.0,18.3,4.7,0.8,,2022,SE2022,bewohnertyp
30,Total,3665.0,3.6,100.0,,,2022,SE2022,bewohnertyp
31,Mieter oder Genossenschafter,3119.0,3.8,82.1,1.3,,2022,SE2022,bewohnertyp
31,Eigentümer,554.0,9.1,14.1,1.2,,2022,SE2022,bewohnertyp
31,Andere Situation2),125.0,19.5,3.8,0.7,,2022,SE2022,bewohnertyp
31,Total,3798.0,3.5,100.0,,,2022,SE2022,bewohnertyp
32,Mieter oder Genossenschafter,3352.0,3.7,81.9,1.4,,2022,SE2022,bewohnertyp
32,Eigentümer,642.0,9.0,15.3,1.3,,2022,SE2022,bewohnertyp
32,Andere Situation2),92.0,22.9,2.8,0.6,,2022,SE2022,bewohnertyp
32,Total,4086.0,3.4,100.0,,,2022,SE2022,bewohnertyp
33,Mieter oder Genossenschafter,3335.0,3.7,81.3,1.3,,2022,SE2022,bewohnertyp
33,Eigentümer,711.0,7.9,16.2,1.2,,2022,SE2022,bewohnertyp
33,Andere Situation2),86.0,23.4,2.5,0.6,,2022,SE2022,bewohnertyp
33,Total,4132.0,3.3,100.0,,,2022,SE2022,bewohnertyp
34,Mieter oder Genossenschafter,3222.0,3.7,78.3,1.4,,2022,SE2022,bewohnertyp
34,Eigentümer,841.0,7.4,18.8,1.3,,2022,SE2022,bewohnertyp
34,Andere Situation2),99.0,22.5,2.9,0.6,,2022,SE2022,bewohnertyp
34,Total,4162.0,3.3,100.0,,,2022,SE2022,bewohnertyp
35,Mieter oder Genossenschafter,3194.0,3.8,76.4,1.4,,2022,SE2022,bewohnertyp
35,Eigentümer,944.0,7.0,21.5,1.3,,2022,SE2022,bewohnertyp
35,Andere Situation2),77.0,24.9,2.1,0.5,,2022,SE2022,bewohnertyp
35,Total,4215.0,3.3,100.0,,,2022,SE2022,bewohnertyp
36,Mieter oder Genossenschafter,3019.0,3.9,74.2,1.4,,2022,SE2022,bewohnertyp
36,Eigentümer,1082.0,6.5,23.7,1.4,,2022,SE2022,bewohnertyp
36,Andere Situation2),77.0,24.4,2.1,0.5,,2022,SE2022,bewohnertyp
36,Total,4178.0,3.3,100.0,,,2022,SE2022,bewohnertyp
37,Mieter oder Genossenschafter,3073.0,3.8,72.9,1.4,,2022,SE2022,bewohnertyp
37,Eigentümer,1167.0,6.2,25.0,1.4,,2022,SE2022,bewohnertyp
37,Andere Situation2),75.0,25.6,2.2,0.5,,2022,SE2022,bewohnertyp
37,Total,4315.0,3.2,100.0,,,2022,SE2022,bewohnertyp
38,Mieter oder Genossenschafter,2897.0,4.0,69.7,1.5,,2022,SE2022,bewohnertyp
38,Eigentümer,1275.0,5.9,28.3,1.4,,2022,SE2022,bewohnertyp
38,Andere Situation2),77.0,25.5,2.0,0.5,,2022,SE2022,bewohnertyp
38,Total,4249.0,3.3,100.0,,,2022,SE2022,bewohnertyp
39,Mieter oder Genossenschafter,2929.0,3.9,69.1,1.5,,2022,SE2022,bewohnertyp
39,Eigentümer,1343.0,5.8,29.1,1.5,,2022,SE2022,bewohnertyp
39,Andere Situation2),67.0,26.9,1.8,0.5,,2022,SE2022,bewohnertyp
39,Total,4339.0,3.2,100.0,,,2022,SE2022,bewohnertyp
40,Mieter oder Genossenschafter,2887.0,4.0,66.4,1.5,,2022,SE2022,bewohnertyp
40,Eigentümer,1502.0,5.5,31.7,1.5,,2022,SE2022,bewohnertyp
40,Andere Situation2),74.0,25.1,1.9,0.5,,2022,SE2022,bewohnertyp
40,Total,4463.0,3.2,100.0,,,2022,SE2022,bewohnertyp
41,Mieter oder Genossenschafter,2780.0,4.1,65.7,1.5,,2022,SE2022,bewohnertyp
41,Eigentümer,1540.0,5.4,32.7,1.5,,2022,SE2022,bewohnertyp
41,Andere Situation2),64.0,27.0,1.6,0.4,,2022,SE2022,bewohnertyp
41,Total,4384.0,3.2,100.0,,,2022,SE2022,bewohnertyp
42,Mieter oder Genossenschafter,2707.0,4.1,63.9,1.5,,2022,SE2022,bewohnertyp
42,Eigentümer,1602.0,5.3,33.9,1.5,,2022,SE2022,bewohnertyp
42,Andere Situation2),94.0,21.8,2.2,0.5,,2022,SE2022,bewohnertyp
42,Total,4403.0,3.2,100.0,,,2022,SE2022,bewohnertyp
43,Mieter oder Genossenschafter,2507.0,4.3,63.2,1.6,,2022,SE2022,bewohnertyp
43,Eigentümer,1591.0,5.3,35.4,1.6,,2022,SE2022,bewohnertyp
43,Andere Situation2),54.0,29.9,1.4,0.4,,2022,SE2022,bewohnertyp
43,Total,4152.0,3.3,100.0,,,2022,SE2022,bewohnertyp
44,Mieter oder Genossenschafter,2510.0,4.3,62.4,1.6,,2022,SE2022,bewohnertyp
44,Eigentümer,1637.0,5.2,35.8,1.6,,2022,SE2022,bewohnertyp
44,Andere Situation2),68.0,27.7,1.8,0.5,,2022,SE2022,bewohnertyp
44,Total,4215.0,3.3,100.0,,,2022,SE2022,bewohnertyp
45,Mieter oder Genossenschafter,2434.0,4.3,59.4,1.6,,2022,SE2022,bewohnertyp
45,Eigentümer,1741.0,5.1,38.9,1.6,,2022,SE2022,bewohnertyp
45,Andere Situation2),54.0,33.0,1.7,0.6,,2022,SE2022,bewohnertyp
45,Total,4229.0,3.3,100.0,,,2022,SE2022,bewohnertyp
46,Mieter oder Genossenschafter,2320.0,4.5,58.0,1.6,,2022,SE2022,bewohnertyp
46,Eigentümer,1777.0,5.0,40.0,1.6,,2022,SE2022,bewohnertyp
46,Andere Situation2),71.0,26.2,1.9,0.5,,2022,SE2022,bewohnertyp
46,Total,4168.0,3.3,100.0,,,2022,SE2022,bewohnertyp
47,Mieter oder Genossenschafter,2256.0,4.5,56.0,1.6,,2022,SE2022,bewohnertyp
47,Eigentümer,1875.0,4.9,42.1,1.6,,2022,SE2022,bewohnertyp
47,Andere Situation2),76.0,25.5,1.9,0.5,,2022,SE2022,bewohnertyp
47,Total,4207.0,3.3,100.0,,,2022,SE2022,bewohnertyp
48,Mieter oder Genossenschafter,2310.0,4.4,55.9,1.6,,2022,SE2022,bewohnertyp
48,Eigentümer,1962.0,4.8,42.2,1.6,,2022,SE2022,bewohnertyp
48,Andere Situation2),66.0,26.5,1.9,0.5,,2022,SE2022,bewohnertyp
48,Total,4338.0,3.2,100.0,,,2022,SE2022,bewohnertyp
49,Mieter oder Genossenschafter,2264.0,4.5,54.3,1.6,,2022,SE2022,bewohnertyp
49,Eigentümer,1988.0,4.7,43.8,1.6,,2022,SE2022,bewohnertyp
49,Andere Situation2),72.0,26.1,1.9,0.5,,2022,SE2022,bewohnertyp
49,Total,4324.0,3.2,100.0,,,2022,SE2022,bewohnertyp
50,Mieter oder Genossenschafter,2245.0,4.5,54.1,1.6,,2022,SE2022,bewohnertyp
50,Eigentümer,2010.0,4.7,44.2,1.6,,2022,SE2022,bewohnertyp
50,Andere Situation2),66.0,26.8,1.6,0.4,,2022,SE2022,bewohnertyp
50,Total,4321.0,3.2,100.0,,,2022,SE2022,bewohnertyp
51,Mieter oder Genossenschafter,2211.0,4.5,52.1,1.6,,2022,SE2022,bewohnertyp
51,Eigentümer,2157.0,4.5,46.4,1.6,,2022,SE2022,bewohnertyp
51,Andere Situation2),60.0,27.2,1.5,0.4,,2022,SE2022,bewohnertyp
51,Total,4428.0,3.2,100.0,,,2022,SE2022,bewohnertyp
52,Mieter oder Genossenschafter,2247.0,4.5,50.8,1.6,,2022,SE2022,bewohnertyp
52,Eigentümer,2296.0,4.5,47.8,1.6,,2022,SE2022,bewohnertyp
52,Andere Situation2),61.0,26.7,1.4,0.4,,2022,SE2022,bewohnertyp
52,Total,4604.0,3.1,100.0,,,2022,SE2022,bewohnertyp
53,Mieter oder Genossenschafter,2203.0,4.5,50.1,1.6,,2022,SE2022,bewohnertyp
53,Eigentümer,2224.0,4.5,48.1,1.6,,2022,SE2022,bewohnertyp
53,Andere Situation2),67.0,29.3,1.8,0.5,,2022,SE2022,bewohnertyp
53,Total,4494.0,3.1,100.0,,,2022,SE2022,bewohnertyp
54,Mieter oder Genossenschafter,2229.0,4.5,49.1,1.6,,2022,SE2022,bewohnertyp
54,Eigentümer,2370.0,4.3,49.3,1.6,,2022,SE2022,bewohnertyp
54,Andere Situation2),64.0,30.5,1.6,0.5,,2022,SE2022,bewohnertyp
54,Total,4663.0,3.1,100.0,,,2022,SE2022,bewohnertyp
55,Mieter oder Genossenschafter,2199.0,4.6,47.6,1.5,,2022,SE2022,bewohnertyp
55,Eigentümer,2485.0,4.2,50.7,1.5,,2022,SE2022,bewohnertyp
55,Andere Situation2),68.0,25.4,1.7,0.4,,2022,SE2022,bewohnertyp
55,Total,4752.0,3.1,100.0,,,2022,SE2022,bewohnertyp
56,Mieter oder Genossenschafter,2261.0,4.5,48.6,1.5,,2022,SE2022,bewohnertyp
56,Eigentümer,2499.0,4.2,49.7,1.5,,2022,SE2022,bewohnertyp
56,Andere Situation2),75.0,24.0,1.7,0.4,,2022,SE2022,bewohnertyp
56,Total,4835.0,3.0,100.0,,,2022,SE2022,bewohnertyp
57,Mieter oder Genossenschafter,2189.0,4.6,47.5,1.5,,2022,SE2022,bewohnertyp
57,Eigentümer,2503.0,4.2,51.0,1.5,,2022,SE2022,bewohnertyp
57,Andere Situation2),65.0,27.1,1.5,0.4,,2022,SE2022,bewohnertyp
57,Total,4757.0,3.1,100.0,,,2022,SE2022,bewohnertyp
58,Mieter oder Genossenschafter,2215.0,4.5,47.2,1.5,,2022,SE2022,bewohnertyp
58,Eigentümer,2597.0,4.1,51.3,1.5,,2022,SE2022,bewohnertyp
58,Andere Situation2),70.0,25.5,1.6,0.4,,2022,SE2022,bewohnertyp
58,Total,4882.0,3.0,100.0,,,2022,SE2022,bewohnertyp
59,Mieter oder Genossenschafter,2102.0,4.8,46.9,1.6,,2022,SE2022,bewohnertyp
59,Eigentümer,2472.0,4.2,51.2,1.6,,2022,SE2022,bewohnertyp
59,Andere Situation2),84.0,23.2,1.9,0.4,,2022,SE2022,bewohnertyp
59,Total,4658.0,3.1,100.0,,,2022,SE2022,bewohnertyp
60,Mieter oder Genossenschafter,1933.0,4.9,45.7,1.6,,2022,SE2022,bewohnertyp
60,Eigentümer,2338.0,4.3,52.1,1.6,,2022,SE2022,bewohnertyp
60,Andere Situation2),88.0,23.0,2.2,0.5,,2022,SE2022,bewohnertyp
60,Total,4359.0,3.2,100.0,,,2022,SE2022,bewohnertyp
61,Mieter oder Genossenschafter,1830.0,4.9,44.9,1.6,,2022,SE2022,bewohnertyp
61,Eigentümer,2326.0,4.3,52.9,1.6,,2022,SE2022,bewohnertyp
61,Andere Situation2),81.0,23.5,2.1,0.5,,2022,SE2022,bewohnertyp
61,Total,4237.0,3.2,100.0,,,2022,SE2022,bewohnertyp
62,Mieter oder Genossenschafter,1811.0,5.0,45.6,1.7,,2022,SE2022,bewohnertyp
62,Eigentümer,2165.0,4.5,52.3,1.7,,2022,SE2022,bewohnertyp
62,Andere Situation2),71.0,26.0,2.1,0.5,,2022,SE2022,bewohnertyp
62,Total,4047.0,3.3,100.0,,,2022,SE2022,bewohnertyp
63,Mieter oder Genossenschafter,1678.0,5.2,43.6,1.7,,2022,SE2022,bewohnertyp
63,Eigentümer,2220.0,4.4,53.9,1.7,,2022,SE2022,bewohnertyp
63,Andere Situation2),88.0,22.9,2.5,0.6,,2022,SE2022,bewohnertyp
63,Total,3986.0,3.3,100.0,,,2022,SE2022,bewohnertyp
64,Mieter oder Genossenschafter,1632.0,5.2,43.8,1.7,,2022,SE2022,bewohnertyp
64,Eigentümer,2133.0,4.5,54.1,1.7,,2022,SE2022,bewohnertyp
64,Andere Situation2),69.0,26.1,2.1,0.5,,2022,SE2022,bewohnertyp
64,Total,3834.0,3.4,100.0,,,2022,SE2022,bewohnertyp
65,Mieter oder Genossenschafter,1480.0,5.5,39.9,1.7,,2022,SE2022,bewohnertyp
65,Eigentümer,2211.0,4.5,57.8,1.7,,2022,SE2022,bewohnertyp
65,Andere Situation2),78.0,24.0,2.3,0.5,,2022,SE2022,bewohnertyp
65,Total,3769.0,3.4,100.0,,,2022,SE2022,bewohnertyp
66,Mieter oder Genossenschafter,1451.0,5.6,39.8,1.7,,2022,SE2022,bewohnertyp
66,Eigentümer,2225.0,4.4,57.8,1.7,,2022,SE2022,bewohnertyp
66,Andere Situation2),82.0,23.6,2.4,0.6,,2022,SE2022,bewohnertyp
66,Total,3758.0,3.4,100.0,,,2022,SE2022,bewohnertyp
67,Mieter oder Genossenschafter,1358.0,5.7,39.4,1.8,,2022,SE2022,bewohnertyp
67,Eigentümer,2036.0,4.7,58.2,1.8,,2022,SE2022,bewohnertyp
67,Andere Situation2),71.0,25.7,2.4,0.6,,2022,SE2022,bewohnertyp
67,Total,3465.0,3.6,100.0,,,2022,SE2022,bewohnertyp
68,Mieter oder Genossenschafter,1315.0,5.8,38.5,1.8,,2022,SE2022,bewohnertyp
68,Eigentümer,2000.0,4.7,58.6,1.8,,2022,SE2022,bewohnertyp
68,Andere Situation2),95.0,21.9,2.8,0.6,,2022,SE2022,bewohnertyp
68,Total,3410.0,3.6,100.0,,,2022,SE2022,bewohnertyp
69,Mieter oder Genossenschafter,1253.0,6.0,39.1,1.8,,2022,SE2022,bewohnertyp
69,Eigentümer,1912.0,4.8,57.8,1.8,,2022,SE2022,bewohnertyp
69,Andere Situation2),99.0,21.2,3.0,0.6,,2022,SE2022,bewohnertyp
69,Total,3264.0,3.7,100.0,,,2022,SE2022,bewohnertyp
70,Mieter oder Genossenschafter,1294.0,5.8,39.8,1.8,,2022,SE2022,bewohnertyp
70,Eigentümer,1899.0,4.8,57.6,1.8,,2022,SE2022,bewohnertyp
70,Andere Situation2),79.0,23.8,2.6,0.6,,2022,SE2022,bewohnertyp
70,Total,3272.0,3.7,100.0,,,2022,SE2022,bewohnertyp
71,Mieter oder Genossenschafter,1231.0,6.0,39.8,1.8,,2022,SE2022,bewohnertyp
71,Eigentümer,1797.0,4.9,57.3,1.9,,2022,SE2022,bewohnertyp
71,Andere Situation2),84.0,22.8,2.9,0.7,,2022,SE2022,bewohnertyp
71,Total,3112.0,3.7,100.0,,,2022,SE2022,bewohnertyp
72,Mieter oder Genossenschafter,1278.0,5.9,39.6,1.8,,2022,SE2022,bewohnertyp
72,Eigentümer,1827.0,4.9,56.9,1.8,,2022,SE2022,bewohnertyp
72,Andere Situation2),99.0,21.9,3.5,0.8,,2022,SE2022,bewohnertyp
72,Total,3204.0,3.7,100.0,,,2022,SE2022,bewohnertyp
73,Mieter oder Genossenschafter,1197.0,6.1,39.2,1.9,,2022,SE2022,bewohnertyp
73,Eigentümer,1809.0,4.9,57.6,1.9,,2022,SE2022,bewohnertyp
73,Andere Situation2),94.0,21.5,3.2,0.7,,2022,SE2022,bewohnertyp
73,Total,3100.0,3.8,100.0,,,2022,SE2022,bewohnertyp
74,Mieter oder Genossenschafter,1232.0,6.0,39.1,1.8,,2022,SE2022,bewohnertyp
74,Eigentümer,1777.0,4.9,57.0,1.9,,2022,SE2022,bewohnertyp
74,Andere Situation2),117.0,19.6,4.0,0.8,,2022,SE2022,bewohnertyp
74,Total,3126.0,3.7,100.0,,,2022,SE2022,bewohnertyp
75,Mieter oder Genossenschafter,1144.0,6.2,37.2,1.8,,2022,SE2022,bewohnertyp
75,Eigentümer,1753.0,5.0,58.0,1.9,,2022,SE2022,bewohnertyp
75,Andere Situation2),135.0,18.0,4.8,0.8,,2022,SE2022,bewohnertyp
75,Total,3032.0,3.8,100.0,,,2022,SE2022,bewohnertyp
76,Mieter oder Genossenschafter,1142.0,6.2,39.1,1.9,,2022,SE2022,bewohnertyp
76,Eigentümer,1613.0,5.2,55.8,1.9,,2022,SE2022,bewohnertyp
76,Andere Situation2),133.0,18.2,5.1,0.9,,2022,SE2022,bewohnertyp
76,Total,2888.0,3.9,100.0,,,2022,SE2022,bewohnertyp
77,Mieter oder Genossenschafter,1068.0,6.5,38.4,2.0,,2022,SE2022,bewohnertyp
77,Eigentümer,1536.0,5.3,56.5,2.0,,2022,SE2022,bewohnertyp
77,Andere Situation2),131.0,18.3,5.1,0.9,,2022,SE2022,bewohnertyp
77,Total,2735.0,4.0,100.0,,,2022,SE2022,bewohnertyp
78,Mieter oder Genossenschafter,1043.0,6.5,39.2,2.0,,2022,SE2022,bewohnertyp
78,Eigentümer,1469.0,5.4,55.6,2.0,,2022,SE2022,bewohnertyp
78,Andere Situation2),130.0,18.4,5.1,0.9,,2022,SE2022,bewohnertyp
78,Total,2642.0,4.1,100.0,,,2022,SE2022,bewohnertyp
79,Mieter oder Genossenschafter,1057.0,6.5,40.8,2.1,,2022,SE2022,bewohnertyp
79,Eigentümer,1371.0,5.7,54.3,2.1,,2022,SE2022,bewohnertyp
79,Andere Situation2),112.0,22.3,4.9,1.1,,2022,SE2022,bewohnertyp
79,Total,2540.0,4.2,100.0,,,2022,SE2022,bewohnertyp
80,Mieter oder Genossenschafter,950.0,6.8,42.1,2.2,,2022,SE2022,bewohnertyp
80,Eigentümer,1159.0,6.1,52.8,2.2,,2022,SE2022,bewohnertyp
80,Andere Situation2),116.0,19.4,5.1,1.0,,2022,SE2022,bewohnertyp
80,Total,2225.0,4.4,100.0,,,2022,SE2022,bewohnertyp
81,Mieter oder Genossenschafter,808.0,7.5,40.8,2.3,,2022,SE2022,bewohnertyp
81,Eigentümer,1065.0,6.4,54.0,2.4,,2022,SE2022,bewohnertyp
81,Andere Situation2),105.0,20.5,5.2,1.0,,2022,SE2022,bewohnertyp
81,Total,1978.0,4.7,100.0,,,2022,SE2022,bewohnertyp
82,Mieter oder Genossenschafter,774.0,7.6,43.8,2.5,,2022,SE2022,bewohnertyp
82,Eigentümer,866.0,7.1,49.8,2.5,,2022,SE2022,bewohnertyp
82,Andere Situation2),111.0,19.8,6.4,1.2,,2022,SE2022,bewohnertyp
82,Total,1751.0,5.0,100.0,,,2022,SE2022,bewohnertyp
83,Mieter oder Genossenschafter,715.0,7.8,43.2,2.6,,2022,SE2022,bewohnertyp
83,Eigentümer,832.0,7.3,51.1,2.6,,2022,SE2022,bewohnertyp
83,Andere Situation2),93.0,22.4,5.7,1.2,,2022,SE2022,bewohnertyp
83,Total,1640.0,5.2,100.0,,,2022,SE2022,bewohnertyp
84,Mieter oder Genossenschafter,644.0,8.2,44.4,2.7,,2022,SE2022,bewohnertyp
84,Eigentümer,697.0,7.9,48.3,2.7,,2022,SE2022,bewohnertyp
84,Andere Situation2),107.0,20.1,7.3,1.4,,2022,SE2022,bewohnertyp
84,Total,1448.0,5.5,100.0,,,2022,SE2022,bewohnertyp
85,Mieter oder Genossenschafter,530.0,9.1,41.9,2.9,,2022,SE2022,bewohnertyp
85,Eigentümer,619.0,8.4,50.7,3.0,,2022,SE2022,bewohnertyp
85,Andere Situation2),96.0,21.1,7.5,1.5,,2022,SE2022,bewohnertyp
