year,variable_name,age_group_label,age_min,age_max,metric,value,unit,scale,notes
2019,okp_bruttoleistungen,19 – 20,19,20,per_capita_chf,1635.7826217229804,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,21 – 25,21,25,total_mio_chf,866.5589379553301,CHF,mio_chf,
2019,okp_bruttoleistungen,21 – 25,21,25,per_capita_chf,1828.2357255189472,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,26 – 30,26,30,total_mio_chf,1206.28925953649,CHF,mio_chf,
2019,okp_bruttoleistungen,26 – 30,26,30,per_capita_chf,2102.156643332981,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,31 – 35,31,35,total_mio_chf,1490.60692169874,CHF,mio_chf,
2019,okp_bruttoleistungen,31 – 35,31,35,per_capita_chf,2437.5446708882973,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,36 – 40,36,40,total_mio_chf,1548.7274665782702,CHF,mio_chf,
2019,okp_bruttoleistungen,36 – 40,36,40,per_capita_chf,2532.4542555359576,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,41 – 45,41,45,total_mio_chf,1564.2371540763597,CHF,mio_chf,
2019,okp_bruttoleistungen,41 – 45,41,45,per_capita_chf,2676.207065839786,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,46 – 50,46,50,total_mio_chf,1932.27413123881,CHF,mio_chf,
2019,okp_bruttoleistungen,46 – 50,46,50,per_capita_chf,3119.6494459587393,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,51 – 55,51,55,total_mio_chf,2502.66059653724,CHF,mio_chf,
2019,okp_bruttoleistungen,51 – 55,51,55,per_capita_chf,3751.3291484930864,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,56 – 60,56,60,total_mio_chf,2685.34900268384,CHF,mio_chf,
2019,okp_bruttoleistungen,56 – 60,56,60,per_capita_chf,4438.556000122439,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,61 – 65,61,65,total_mio_chf,2700.24374017496,CHF,mio_chf,
2019,okp_bruttoleistungen,61 – 65,61,65,per_capita_chf,5442.047013067914,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,66 – 70,66,70,total_mio_chf,2875.7730298363203,CHF,mio_chf,
2019,okp_bruttoleistungen,66 – 70,66,70,per_capita_chf,6823.701659263967,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,71 – 75,71,75,total_mio_chf,3327.1886666595,CHF,mio_chf,
