year,variable_name,age_group_label,age_min,age_max,metric,value,unit,scale,notes
2019,ahv_einnahmen,60-64,60,64,sum_einkommen,27464306490.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,60-64,60,64,sum_beitrag_ahv,2307001745.16,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,65-69,65,69,n_personen,68081.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,65-69,65,69,sum_einkommen,3359320824.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,65-69,65,69,sum_beitrag_ahv,282182949.216,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,70-74,70,74,n_personen,17435.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,70-74,70,74,sum_einkommen,766080219.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,70-74,70,74,sum_beitrag_ahv,64350738.396,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,75+,75,100,n_personen,8797.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,75+,75,100,sum_einkommen,419597121.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,75+,75,100,sum_beitrag_ahv,35246158.164,CHF,chf,nur_arbeitnehmende
2020,ahv_einnahmen,<20,0,19,n_personen,128882.0,Anzahl,count,nur_arbeitnehmende
